Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),station,uni
3141.51,335918.00,338991.44,241.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
3145.01,336725.00,339983.89,239.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3147.51,337391.00,340735.08,234.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3153.51,339298.00,342791.56,250.10,0,Vostok (0-440 kyr BP),LGGE Grenoble
3156.51,340456.00,343923.59,200.70,0,Vostok (0-440 kyr BP),LGGE Grenoble
3159.51,341802.00,345000.85,205.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3162.81,343282.00,346320.91,204.80,0,Vostok (0-440 kyr BP),LGGE Grenoble
3165.51,344446.00,347544.81,211.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
3169.01,345980.00,349139.09,220.30,0,Vostok (0-440 kyr BP),LGGE Grenoble
3174.51,348298.00,351676.35,221.10,0,Vostok (0-440 kyr BP),LGGE Grenoble
3177.81,349688.00,353174.60,216.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3180.51,350925.00,354412.98,209.40,0,Vostok (0-440 kyr BP),LGGE Grenoble
3183.41,352275.00,355817.77,209.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3189.51,355302.00,359010.38,193.00,0,Vostok (0-440 kyr BP),LGGE Grenoble
3192.51,356898.00,360683.84,186.10,0,Vostok (0-440 kyr BP),LGGE Grenoble
3195.81,358712.00,362567.60,185.80,0,Vostok (0-440 kyr BP),LGGE Grenoble
3200.01,360957.00,365190.23,201.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3204.71,363385.00,368065.90,206.30,0,Vostok (0-440 kyr BP),LGGE Grenoble
3210.51,366235.00,371385.87,201.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
3213.71,367856.00,373457.62,199.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
3216.45,369446.00,375204.60,214.70,0,Vostok (0-440 kyr BP),LGGE Grenoble
3219.51,371090.00,377034.88,224.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3222.51,372646.00,378760.24,229.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3228.91,376568.00,382931.49,227.00,0,Vostok (0-440 kyr BP),LGGE Grenoble
3231.51,378096.00,384557.45,240.00,0,Vostok (0-440 kyr BP),LGGE Grenoble
3234.51,379696.00,386283.71,239.10,0,Vostok (0-440 kyr BP),LGGE Grenoble
3237.51,381132.00,387824.82,246.80,0,Vostok (0-440 kyr BP),LGGE Grenoble
3240.51,382670.00,389410.21,245.80,0,Vostok (0-440 kyr BP),LGGE Grenoble
3246.41,384534.00,392287.25,258.10,0,Vostok (0-440 kyr BP),LGGE Grenoble
3249.51,385398.00,393654.58,264.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3252.45,386144.00,395102.00,259.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3258.51,388062.00,398119.88,255.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3261.51,389946.00,399596.72,250.10,0,Vostok (0-440 kyr BP),LGGE Grenoble
3264.51,391896.00,401081.84,266.30,0,Vostok (0-440 kyr BP),LGGE Grenoble
3267.51,393591.00,402474.20,274.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3270.60,395116.00,403715.80,277.10,0,Vostok (0-440 kyr BP),LGGE Grenoble
3273.81,396636.00,,278.00,0,Vostok (0-440 kyr BP),LGGE Grenoble
3276.51,397911.00,,288.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
3283.51,401109.00,,279.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3287.41,402769.00,,281.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3289.45,403609.00,,283.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3292.91,404968.00,,276.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3299.01,407442.00,,285.50,0,Vostok (0-440 kyr BP),LGGE Grenoble
3301.40,408475.00,,286.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
3304.41,409750.00,,277.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3310.71,412453.00,,274.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3316.46,415167.00,,275.70,0,Vostok (0-440 kyr BP),LGGE Grenoble
3319.44,416545.00,,279.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
3322.39,417391.00,,278.00,0,Vostok (0-440 kyr BP),LGGE Grenoble
3325.39,417923.00,,276.30,0,Vostok (0-440 kyr BP),LGGE Grenoble
3328.19,418544.00,,276.50,0,Vostok (0-440 kyr BP),LGGE Grenoble
3331.39,419934.00,,266.60,0,Vostok (0-440 kyr BP),LGGE Grenoble
3334.39,421443.00,,274.00,0,Vostok (0-440 kyr BP),LGGE Grenoble
3336.99,423207.00,,273.20,0,Vostok (0-440 kyr BP),LGGE Grenoble
3340.39,428394.00,,229.70,0,Vostok (0-440 kyr BP),LGGE Grenoble
3343.39,433925.00,,199.00,0,Vostok (0-440 kyr BP),LGGE Grenoble
3346.51,437580.00,,201.50,0,Vostok (0-440 kyr BP),LGGE Grenoble
3346.56,437601.00,,207.80,0,Vostok (0-440 kyr BP),LGGE Grenoble
3349.51,438986.00,,205.90,0,Vostok (0-440 kyr BP),LGGE Grenoble
