Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),station,uni,"Gasage (TALDICE-1a, yr BP)","Gasage (EDML1 Sz4, yr BP)",Reference,"Age (Ahn et al., 2008)",source file
508.75,16040.6,16943.53,210.0,NAN,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
514.25,16413.28,17266.77,201.12,0.45,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
517.0,16610.9,17368.43,195.8,0.41,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
519.75,16834.47,17616.5,194.05,2.03,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
525.8,17334.84,18466.33,188.63,0.99,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
530.75,17766.25,18848.3,187.61,1.95,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
532.4,17906.18,19048.73,188.37,0.35,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
536.25,18239.12,19404.1,188.26,1.13,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
539.0,18502.2,19576.63,189.01,0.88,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
542.85,18823.88,19825.0,189.39,1.11,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
548.35,19300.4,20120.83,188.37,0.59,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
552.75,19703.4,20420.6,188.96,0.56,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
555.5,19949.85,20757.93,189.12,0.27,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
557.7,20149.39,21038.9,189.74,NAN,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
578.05,22008.84,22229.6,185.16,0.77,EDC (9-22 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1669.25,125222.7,124858.67,277.64,0.12,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1674.75,125633.4,125326.0,275.61,0.83,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1674.75,125633.4,125326.0,278.5,2.25,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1677.5,125858.8,125561.33,271.68,1.26,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1680.25,126058.2,125807.67,272.59,1.19,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1685.75,126484.0,126306.33,273.47,2.37,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1691.25,126855.6,126739.0,267.19,2.59,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1696.75,127225.2,127078.0,271.56,1.23,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1702.25,127594.6,127503.33,274.81,1.55,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1705.0,127772.5,127660.0,277.27,3.61,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1707.75,127933.7,127829.0,287.48,5.72,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1713.25,128268.0,128172.67,290.23,-6.84,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1718.75,128584.6,128507.33,290.49,1.43,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1724.25,128919.7,128878.0,269.37,1.34,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1729.75,129272.9,129254.33,264.77,3.28,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1732.5,129446.0,129437.0,262.02,1.7,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1735.25,129627.5,129659.33,263.41,1.02,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1740.75,130008.3,130033.0,261.69,3.3,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1744.05,130236.1,130249.0,256.15,1.83,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1749.55,130678.0,130678.0,250.59,2.83,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1755.05,131153.0,131152.33,243.17,1.63,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1760.0,131621.2,131695.0,237.9,1.63,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1766.05,132267.3,132425.33,231.29,0.21,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1771.55,132953.9,133071.67,225.26,1.07,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1773.75,133238.4,133358.0,221.53,1.46,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1779.25,133980.6,134074.33,210.48,2.41,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1784.75,134804.6,134970.67,205.67,0.77,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1787.5,135294.9,135387.0,204.27,1.82,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1790.25,135791.4,135904.0,199.63,2.36,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1790.25,135791.4,135904.0,199.03,0.83,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1795.75,136802.5,137069.0,193.45,1.14,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1801.25,137817.3,138119.33,196.78,1.99,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1806.75,138872.2,139274.0,191.09,2.09,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1812.25,139966.3,140527.33,186.38,1.66,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1815.0,140513.8,141093.0,184.07,4.12,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1821.05,141740.2,142449.0,193.07,1.83,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1867.25,150635.7,152007.0,200.6,1.08,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1870.0,151179.2,152578.33,202.96,2.17,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1872.75,151703.4,153135.0,197.17,1.38,EDC (125- 153 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
445.0,12789.0,12890.31,237.63,0.73,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
455.3,13371.0,13665.23,238.59,2.70,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
461.5,13705.0,14033.38,239.64,0.62,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
466.45,13974.0,14250.63,240.84,1.93,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
486.27,15101.0,15335.65,227.77,2.14,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
493.76,15513.0,15845.26,225.01,NAN,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
502.2,16067.0,16185.43,222.92,0.99,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
511.05,16689.0,17092.36,210.65,NAN,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
520.9,17091.0,17828.58,197.6,0.65,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
525.11,17246.0,18420.96,193.61,NAN,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
538.0,17855.0,19521.78,188.38,NAN,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
547.35,18546.0,20069.49,189.92,NAN,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
554.85,19204.0,20683.18,187.59,4.06,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
559.41,19652.0,21280.34,190.55,0.29,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
560.5,19774.0,21382.6,188.83,1.77,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
562.53,20013.0,21426.14,189.89,0.64,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
570.43,20912.0,21891.56,187.25,1.28,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
575.78,21500.0,22117.93,191.58,0.59,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
578.62,21795.0,22294.48,190.53,0.60,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
581.8,22091.0,22490.95,191.63,1.09,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
583.6,22190.0,22595.82,192.16,1.66,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
591.7,22687.0,23120.97,193.59,0.52,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
595.7,22938.0,23435.6,191.5,2.31,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
609.28,24143.0,25171.13,189.96,0.44,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
611.5,24382.0,25396.82,187.07,NAN,EDC (12-24 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1454.86,104735.0,104331.23,238.88,1.55,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1460.3,105368.0,104966.45,242.36,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1465.85,106005.0,105507.15,248.78,9.96,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1471.41,106565.0,105989.87,257.58,4.20,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1476.01,107069.0,106256.38,241.4,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1477.01,107181.0,106368.25,244.83,3.05,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1482.3,107820.0,106974.82,240.34,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1493.3,109315.0,108401.91,236.43,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1499.09,110033.0,109129.42,244.44,1.58,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1504.3,110672.0,109839.97,244.13,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1510.2,111366.0,110555.36,246.69,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1521.18,112678.0,111876.8,257.93,2.94,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1526.65,113323.0,112636.06,256.79,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1529.5,113644.0,112941.73,263.12,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1531.3,113835.0,113119.27,264.75,3.64,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1536.75,114404.0,113678.64,260.58,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1542.25,114955.0,114250.0,267.9,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1547.75,115491.0,114815.39,275.07,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1553.89,116087.0,115446.67,276.96,1.63,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1558.75,116552.0,115908.58,273.16,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1564.25,117043.0,116475.58,273.63,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1573.0,117814.0,117185.55,274.03,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1578.45,118263.0,117619.36,274.98,4.03,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1597.25,119798.0,119242.52,267.74,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1602.8,120238.0,119715.5,274.59,1.30,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1608.25,120674.0,120144.12,268.73,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1613.75,121082.0,120542.91,276.82,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1624.8,121910.0,121426.02,279.48,2.26,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1630.25,122320.0,121841.97,276.61,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1633.38,122548.0,122100.0,278.25,3.40,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1635.75,122725.0,122292.36,279.0,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1644.5,123385.0,123013.95,279.16,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1652.3,123965.0,123630.91,274.6,6.56,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1657.75,124346.0,123959.48,275.87,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1663.25,124785.0,124404.52,281.54,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1668.75,125187.0,124817.45,275.52,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1674.3,125598.0,125292.63,276.81,2.78,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1682.53,126231.0,126013.7,275.15,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1690.75,126823.0,126699.91,273.02,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1695.25,127119.0,126962.03,274.93,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1699.66,127429.0,127313.83,275.78,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1702.25,127595.0,127503.55,276.88,3.83,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1710.49,128107.0,128024.48,276.03,0.28,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1713.25,128268.0,128172.67,280.72,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1718.25,128553.0,128466.73,285.76,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1724.25,128919.0,128878.0,271.08,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1726.99,129095.0,129078.04,268.44,1.92,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1735.2,129624.0,129655.64,260.61,3.45,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1745.75,130369.0,130373.03,251.84,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1751.25,130829.0,130818.36,250.84,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1756.81,131309.0,131322.2,241.13,1.89,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1762.25,131851.0,131976.24,232.28,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1768.75,132598.0,132709.88,228.0,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1770.53,132813.0,132931.96,224.63,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1776.94,133661.0,133775.81,222.74,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1782.04,134390.0,134522.28,212.43,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1799.46,137498.0,137763.42,199.18,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1804.63,138462.0,138834.3,198.55,1.08,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1809.58,139426.0,139949.97,192.75,0.19,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1820.67,141658.0,142360.56,196.51,0.95,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1826.39,142758.0,143651.3,194.59,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1831.73,143818.0,144799.59,196.02,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1837.39,144907.0,146108.24,193.59,0.64,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1848.03,146954.0,148233.47,195.81,4.05,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1853.91,148111.0,149466.15,201.78,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1859.38,149174.0,150594.88,202.51,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1864.56,150137.0,151444.85,202.35,1.86,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1875.9,152324.0,153774.66,198.78,1.73,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1881.07,153346.0,154889.13,196.3,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
1886.95,154543.0,156306.82,189.38,NAN,EDC (105-155 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
